rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1551438439571836130,,1899,,1551438439,538655397,"""/world""","""vicon/cf1/cf1""",,,-0.0530044909142,0.42870659933,1.79300780377,,-0.0125223029538,0.0398401296531,-0.00966711444266,0.99908082901
1551438439586368545,,1900,,1551438439,551891907,"""/world""","""vicon/cf1/cf1""",,,-0.0529526471767,0.428804236941,1.7927589049,,-0.012655039514,0.0379542070334,-0.00964195754867,0.999152821543
1551438439596695066,,1901,,1551438439,563743884,"""/world""","""vicon/cf1/cf1""",,,-0.0528498007906,0.428932475082,1.79278377564,,-0.0123820786531,0.0397281674529,-0.0101851649805,0.999081888162
1551438439608830567,,1902,,1551438439,576858682,"""/world""","""vicon/cf1/cf1""",,,-0.0527710436559,0.429031597766,1.79279202832,,-0.0117331249294,0.0406164064323,-0.0100962369003,0.999054907054
1551438439620860216,,1903,,1551438439,588808696,"""/world""","""vicon/cf1/cf1""",,,-0.0526683202884,0.42915870032,1.79277666016,,-0.01119605949,0.0410022370097,-0.0104137961714,0.999042049997
1551438439636009276,,1904,,1551438439,601561115,"""/world""","""vicon/cf1/cf1""",,,-0.0526066380048,0.429354057796,1.79241184839,,-0.0112580396085,0.035431481509,-0.0113357565269,0.999244398176
1551438439647983006,,1905,,1551438439,613682453,"""/world""","""vicon/cf1/cf1""",,,-0.0524300838722,0.429437275823,1.79252613644,,-0.0108190390523,0.0373403337695,-0.0103303049373,0.999190638801
1551438439658771157,,1906,,1551438439,626120718,"""/world""","""vicon/cf1/cf1""",,,-0.0522813309305,0.429574252762,1.79244009057,,-0.00923811166464,0.0361290711651,-0.00958218442292,0.999258489707
1551438439670800524,,1907,,1551438439,638653977,"""/world""","""vicon/cf1/cf1""",,,-0.0521663232804,0.429701473717,1.79236633541,,-0.00959547470343,0.0343397663166,-0.00986664475567,0.999315444009
1551438439683924960,,1908,,1551438439,651081718,"""/world""","""vicon/cf1/cf1""",,,-0.052056660586,0.429839557443,1.79245850059,,-0.00971300263932,0.0340622922838,-0.0107335696058,0.999314869452
