rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1551435559114380021,,871,,1551435559,88983961,"""/world""","""vicon/lp1/lp1""",,,-0.169878595052,0.527091116514,1.16971826498,,0.0191945943283,0.11926736556,0.311479588978,0.942543011597
1551435559123772639,,872,,1551435559,101468056,"""/world""","""vicon/lp1/lp1""",,,-0.171585688104,0.528135734322,1.16820131601,,0.019231779127,0.120156449664,0.312199423548,0.942191109177
1551435559136121691,,873,,1551435559,113902267,"""/world""","""vicon/lp1/lp1""",,,-0.173168671898,0.529168929056,1.16683291298,,0.0193889549106,0.121483698496,0.312777854555,0.941825776419
1551435559148958273,,874,,1551435559,126640302,"""/world""","""vicon/lp1/lp1""",,,-0.174669152624,0.530162833921,1.16541923031,,0.0192369078897,0.122375645703,0.313244513923,0.941558291988
1551435559161396114,,875,,1551435559,139393636,"""/world""","""vicon/lp1/lp1""",,,-0.176053502561,0.531127216421,1.16394705944,,0.0187127883355,0.123026057573,0.313659048071,0.941346069347
1551435559173624325,,876,,1551435559,151491001,"""/world""","""vicon/lp1/lp1""",,,-0.17733154853,0.532088456248,1.16251555969,,0.0184249192233,0.124207851041,0.314043440527,0.94106835541
1551435559188481691,,877,,1551435559,163897752,"""/world""","""vicon/lp1/lp1""",,,-0.178484568108,0.533039054846,1.16106968346,,0.0181853303545,0.125584027869,0.314375823828,0.940779350909
1551435559198926051,,878,,1551435559,176408517,"""/world""","""vicon/lp1/lp1""",,,-0.17949959816,0.533985767146,1.15969526178,,0.0183645585817,0.127492109442,0.314714870226,0.940405792983
1551435559214006019,,879,,1551435559,188951924,"""/world""","""vicon/lp1/lp1""",,,-0.180404854339,0.534925649814,1.15827496917,,0.018226688211,0.129226383284,0.314991724773,0.940079008927
1551435559225124447,,880,,1551435559,201499111,"""/world""","""vicon/lp1/lp1""",,,-0.181240628829,0.535817765687,1.15678918534,,0.0176675905335,0.130485329279,0.315291894549,0.939815118159
1551435559235337479,,881,,1551435559,213898615,"""/world""","""vicon/lp1/lp1""",,,-0.181952371699,0.536668494531,1.15547646576,,0.0174368405082,0.132431884085,0.315393745489,0.939512925924
1551435559248330621,,882,,1551435559,226500292,"""/world""","""vicon/lp1/lp1""",,,-0.182607268332,0.537496263004,1.15417892239,,0.0171305676028,0.133905896921,0.315350585129,0.939324098957
1551435559260868455,,883,,1551435559,238928314,"""/world""","""vicon/lp1/lp1""",,,-0.183155521852,0.538291856614,1.15307319295,,0.0174000425393,0.136111406831,0.31531449261,0.939014214056
1551435559277226924,,884,,1551435559,251447923,"""/world""","""vicon/lp1/lp1""",,,-0.183637925023,0.539084964323,1.15194165397,,0.0173368778429,0.13749027326,0.315202581408,0.938852059751
1551435559285657984,,885,,1551435559,263988205,"""/world""","""vicon/lp1/lp1""",,,-0.184040328757,0.539833253856,1.15099559369,,0.0175585640892,0.138969726264,0.315056503292,0.938679131409
1551435559298674827,,886,,1551435559,276468461,"""/world""","""vicon/lp1/lp1""",,,-0.184395731734,0.540537111476,1.15016902587,,0.0179203022593,0.139898765586,0.314719504879,0.938647341339
1551435559311346794,,887,,1551435559,288923208,"""/world""","""vicon/lp1/lp1""",,,-0.184703877524,0.541141356617,1.14949155867,,0.0186037510574,0.140501232348,0.314391795683,0.938653878148
1551435559323164266,,888,,1551435559,301603881,"""/world""","""vicon/lp1/lp1""",,,-0.184981425059,0.541717922595,1.14885710004,,0.0191110922769,0.140594396322,0.313979045622,0.938767884402
1551435559336750119,,889,,1551435559,313949790,"""/world""","""vicon/lp1/lp1""",,,-0.185151993985,0.542301424702,1.14840948084,,0.0199397597686,0.141563855581,0.313400987927,0.938798115433
1551435559349548470,,890,,1551435559,326495180,"""/world""","""vicon/lp1/lp1""",,,-0.185258651749,0.542896503884,1.14793673729,,0.0204869757565,0.142350752125,0.312854938957,0.938849473752
1551435559361252044,,891,,1551435559,339020795,"""/world""","""vicon/lp1/lp1""",,,-0.185272561165,0.543509548309,1.14757182061,,0.0211751311722,0.143425308524,0.312225460754,0.938880214059
1551435559374477041,,892,,1551435559,351408114,"""/world""","""vicon/lp1/lp1""",,,-0.185269216793,0.544070854467,1.14725617345,,0.021976437162,0.144051956326,0.311763239718,0.938919460044
1551435559387164290,,893,,1551435559,363942777,"""/world""","""vicon/lp1/lp1""",,,-0.185217640213,0.544607953774,1.1470790393,,0.0230973829556,0.144594164042,0.311130732411,0.939019012574
